year,month,day,crime,count
2016.0,10.0,5,PERSONAL INJURY ACCIDENT,6
2016.0,10.0,5,PROPERTY DAMAGE ACCIDENT,16
2016.0,10.0,5,PROSTITUTION,5
2016.0,10.0,5,RADIO SIGNAL,2
2016.0,10.0,5,REPORT-RELATED,2
2016.0,10.0,5,ROBBERY,2
2016.0,10.0,5,SHOTS FIRED,3
2016.0,10.0,5,SIMPLE ASSAULT,3
2016.0,10.0,5,WEAPONS OFFENSES,1
2016.0,10.0,6,AGGRAVATED ASSAULT,1
2016.0,10.0,6,ANIMAL COMPLAINT,3
2016.0,10.0,6,BURGLARY,3
2016.0,10.0,6,CARE FOR SICK,1
2016.0,10.0,6,CRIMES AGAINST THE PUBLIC,11
2016.0,10.0,6,DRIVING LAWS,6
2016.0,10.0,6,DRUG OFFENSES,2
2016.0,10.0,6,FIRE-RELATED,1
2016.0,10.0,6,FOUND PERSON/PROPERTY,1
2016.0,10.0,6,JUDICIAL OFFENSES,1
2016.0,10.0,6,LARCENY,11
2016.0,10.0,6,MENTAL CASE,1
2016.0,10.0,6,MISCCRIMES AGAINST PROPERTY,1
2016.0,10.0,6,MISCMANAGEMENT INFO.,8
2016.0,10.0,6,MISCWANTS,5
2016.0,10.0,6,MISSING PERSON/PROPERTY,6
2016.0,10.0,6,MOTOR VEHICLE LAWS,1
2016.0,10.0,6,MOTOR VEHICLE THEFT,2
2016.0,10.0,6,NON-INVOLVED ACCIDENT,2
2016.0,10.0,6,OTHER ACCIDENT,2
2016.0,10.0,6,PERSONAL INJURY ACCIDENT,5
2016.0,10.0,6,PROPERTY DAMAGE ACCIDENT,8
2016.0,10.0,6,PUBLIC DRUNKENNESS,2
2016.0,10.0,6,RADIO SIGNAL,1
2016.0,10.0,6,REPORT-RELATED,1
2016.0,10.0,6,ROBBERY,2
2016.0,10.0,6,SHOTS FIRED,2
2016.0,10.0,6,SIMPLE ASSAULT,4
2016.0,10.0,7,AGGRAVATED ASSAULT,1
2016.0,10.0,7,ANIMAL COMPLAINT,4
2016.0,10.0,7,BURGLARY,2
2016.0,10.0,7,CARE FOR SICK,1
2016.0,10.0,7,CRIMES AGAINST THE PUBLIC,7
2016.0,10.0,7,DRUNK DRIVING,1
2016.0,10.0,7,FIRE-RELATED,1
2016.0,10.0,7,FOUND PERSON/PROPERTY,2
2016.0,10.0,7,JUDICIAL OFFENSES,1
2016.0,10.0,7,LARCENY,7
2016.0,10.0,7,MENTAL CASE,3
2016.0,10.0,7,MISCCRIMES AGAINST PROPERTY,4
2016.0,10.0,7,MISCMANAGEMENT INFO.,1
2016.0,10.0,7,MISCWANTS,2
2016.0,10.0,7,MISSING PERSON/PROPERTY,3
2016.0,10.0,7,MOTOR VEHICLE THEFT,1
2016.0,10.0,7,OTHER ACCIDENT,1
2016.0,10.0,7,PERSONAL INJURY ACCIDENT,6
2016.0,10.0,7,PROPERTY DAMAGE ACCIDENT,21
2016.0,10.0,7,PUBLIC DRUNKENNESS,2
2016.0,10.0,7,RADIO SIGNAL,1
2016.0,10.0,7,ROBBERY,1
2016.0,10.0,7,SHOTS FIRED,2
2016.0,10.0,7,SIMPLE ASSAULT,1
2016.0,10.0,8,AGGRAVATED ASSAULT,5
2016.0,10.0,8,ANIMAL COMPLAINT,1
2016.0,10.0,8,BURGLARY,2
2016.0,10.0,8,CARE FOR SICK,1
2016.0,10.0,8,CRIMES AGAINST THE PUBLIC,7
2016.0,10.0,8,DRIVING LAWS,22
2016.0,10.0,8,DRUG OFFENSES,1
2016.0,10.0,8,FIRE-RELATED,1
2016.0,10.0,8,FOUND PERSON/PROPERTY,2
2016.0,10.0,8,LARCENY,10
2016.0,10.0,8,LIQUOR LAWS,1
2016.0,10.0,8,MISCCRIMES AGAINST PROPERTY,7
2016.0,10.0,8,MISCMANAGEMENT INFO.,2
2016.0,10.0,8,MISCWANTS,1
2016.0,10.0,8,MISSING PERSON/PROPERTY,5
2016.0,10.0,8,MOTOR VEHICLE THEFT,1
2016.0,10.0,8,OTHER ACCIDENT,1
2016.0,10.0,8,PERSONAL INJURY ACCIDENT,5
2016.0,10.0,8,PROPERTY DAMAGE ACCIDENT,11
2016.0,10.0,8,RADIO SIGNAL,1
2016.0,10.0,8,REPORT-RELATED,1
2016.0,10.0,8,ROBBERY,2
2016.0,10.0,8,SHOTS FIRED,3
2016.0,10.0,8,SIMPLE ASSAULT,4
2016.0,10.0,8,STOLEN PROPERTY,1
2016.0,10.0,8,SUDDEN DEATH,1
2016.0,10.0,9,AGGRAVATED ASSAULT,1
2016.0,10.0,9,ANIMAL COMPLAINT,2
2016.0,10.0,9,BURGLARY,2
2016.0,10.0,9,CARE FOR SICK,1
2016.0,10.0,9,CRIMES AGAINST THE PUBLIC,14
2016.0,10.0,9,DRIVING LAWS,1
2016.0,10.0,9,FIRE-RELATED,2
2016.0,10.0,9,FOUND PERSON/PROPERTY,2
2016.0,10.0,9,JUDICIAL OFFENSES,1
2016.0,10.0,9,LARCENY,8
2016.0,10.0,9,MENTAL CASE,2
2016.0,10.0,9,MISCCRIMES AGAINST PROPERTY,5
2016.0,10.0,9,MISCMANAGEMENT INFO.,2
2016.0,10.0,9,MISSING PERSON/PROPERTY,6
2016.0,10.0,9,MOTOR VEHICLE THEFT,2
2016.0,10.0,9,NON-INVOLVED ACCIDENT,2
2016.0,10.0,9,PERSONAL INJURY ACCIDENT,1
2016.0,10.0,9,PROPERTY DAMAGE ACCIDENT,11
2016.0,10.0,9,RADIO SIGNAL,2
2016.0,10.0,9,REPORT-RELATED,1
2016.0,10.0,9,ROBBERY,3
2016.0,10.0,9,SHOTS FIRED,8
2016.0,10.0,9,SIMPLE ASSAULT,5
2016.0,10.0,10,AGGRAVATED ASSAULT,2
2016.0,10.0,10,ANIMAL COMPLAINT,2
2016.0,10.0,10,BURGLARY,1
2016.0,10.0,10,CRIMES AGAINST THE PUBLIC,8
2016.0,10.0,10,FOUND PERSON/PROPERTY,1
2016.0,10.0,10,LARCENY,16
2016.0,10.0,10,MENTAL CASE,2
2016.0,10.0,10,MISCCRIMES AGAINST PROPERTY,9
2016.0,10.0,10,MISCMANAGEMENT INFO.,4
2016.0,10.0,10,MISCWANTS,3
2016.0,10.0,10,MISSING PERSON/PROPERTY,2
2016.0,10.0,10,MOTOR VEHICLE THEFT,3
2016.0,10.0,10,NON-INVOLVED ACCIDENT,1
2016.0,10.0,10,OTHER ACCIDENT,3
2016.0,10.0,10,PERSONAL INJURY ACCIDENT,8
2016.0,10.0,10,PROPERTY DAMAGE ACCIDENT,10
2016.0,10.0,10,RADIO SIGNAL,1
2016.0,10.0,10,ROBBERY,2
2016.0,10.0,10,SHOTS FIRED,2
2016.0,10.0,10,SIMPLE ASSAULT,4
2016.0,10.0,10,WEAPONS OFFENSES,1
2016.0,10.0,11,AGGRAVATED ASSAULT,2
2016.0,10.0,11,ANIMAL COMPLAINT,1
2016.0,10.0,11,BURGLARY,2
2016.0,10.0,11,CRIMES AGAINST THE PUBLIC,13
2016.0,10.0,11,DRIVING LAWS,1
2016.0,10.0,11,FIRE-RELATED,1
2016.0,10.0,11,FOUND PERSON/PROPERTY,2
2016.0,10.0,11,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,10.0,11,JUDICIAL OFFENSES,1
2016.0,10.0,11,LARCENY,15
2016.0,10.0,11,MISCCRIMES AGAINST PROPERTY,3
2016.0,10.0,11,MISCWANTS,1
2016.0,10.0,11,MISSING PERSON/PROPERTY,5
2016.0,10.0,11,MOTOR VEHICLE LAWS,1
2016.0,10.0,11,MOTOR VEHICLE THEFT,4
2016.0,10.0,11,NON-INVOLVED ACCIDENT,1
2016.0,10.0,11,OTHER ACCIDENT,2
2016.0,10.0,11,PERSONAL INJURY ACCIDENT,2
2016.0,10.0,11,PROPERTY DAMAGE ACCIDENT,9
2016.0,10.0,11,RADIO SIGNAL,2
2016.0,10.0,11,REPORT-RELATED,1
2016.0,10.0,11,ROBBERY,2
2016.0,10.0,11,SHOTS FIRED,2
2016.0,10.0,11,SIMPLE ASSAULT,1
2016.0,10.0,12,AGGRAVATED ASSAULT,5
2016.0,10.0,12,ANIMAL COMPLAINT,2
2016.0,10.0,12,BURGLARY,3
2016.0,10.0,12,CARE FOR SICK,1
2016.0,10.0,12,CRIMES AGAINST THE PUBLIC,9
2016.0,10.0,12,DRIVING LAWS,6
2016.0,10.0,12,DRUG OFFENSES,1
2016.0,10.0,12,FIRE-RELATED,1
2016.0,10.0,12,FOUND PERSON/PROPERTY,9
2016.0,10.0,12,JUDICIAL OFFENSES,1
2016.0,10.0,12,LARCENY,7
2016.0,10.0,12,MENTAL CASE,2
2016.0,10.0,12,MISCCRIMES AGAINST PROPERTY,5
2016.0,10.0,12,MISCMANAGEMENT INFO.,12
2016.0,10.0,12,MISCWANTS,5
2016.0,10.0,12,MISSING PERSON/PROPERTY,3
2016.0,10.0,12,MOTOR VEHICLE LAWS,1
2016.0,10.0,12,MOTOR VEHICLE THEFT,1
2016.0,10.0,12,NON-INVOLVED ACCIDENT,3
2016.0,10.0,12,OTHER ACCIDENT,1
2016.0,10.0,12,PERSONAL INJURY ACCIDENT,4
2016.0,10.0,12,PROPERTY DAMAGE ACCIDENT,14
2016.0,10.0,12,PUBLIC DRUNKENNESS,1
2016.0,10.0,12,RADIO SIGNAL,1
2016.0,10.0,12,ROBBERY,2
2016.0,10.0,12,SHOTS FIRED,2
2016.0,10.0,12,SIMPLE ASSAULT,10
2016.0,10.0,13,AGGRAVATED ASSAULT,4
2016.0,10.0,13,ANIMAL COMPLAINT,2
2016.0,10.0,13,BURGLARY,3
2016.0,10.0,13,CRIMES AGAINST THE PUBLIC,9
2016.0,10.0,13,DRIVING LAWS,7
2016.0,10.0,13,DRUG OFFENSES,6
2016.0,10.0,13,FOUND PERSON/PROPERTY,9
2016.0,10.0,13,JUDICIAL OFFENSES,1
2016.0,10.0,13,LARCENY,16
2016.0,10.0,13,MENTAL CASE,1
2016.0,10.0,13,MISCCRIMES AGAINST PROPERTY,8
2016.0,10.0,13,MISCMANAGEMENT INFO.,4
2016.0,10.0,13,MISCWANTS,4
2016.0,10.0,13,MISSING PERSON/PROPERTY,3
2016.0,10.0,13,MOTOR VEHICLE LAWS,4
2016.0,10.0,13,MOTOR VEHICLE THEFT,2
2016.0,10.0,13,NON-INVOLVED ACCIDENT,1
2016.0,10.0,13,OTHER ACCIDENT,2
2016.0,10.0,13,PERSONAL INJURY ACCIDENT,4
2016.0,10.0,13,PROPERTY DAMAGE ACCIDENT,14
2016.0,10.0,13,RADIO SIGNAL,1
2016.0,10.0,13,REPORT-RELATED,1
2016.0,10.0,13,SHOTS FIRED,4
2016.0,10.0,13,SIMPLE ASSAULT,6
2016.0,10.0,14,AGGRAVATED ASSAULT,2
2016.0,10.0,14,ANIMAL COMPLAINT,2
2016.0,10.0,14,BURGLARY,4
2016.0,10.0,14,CRIMES AGAINST THE PUBLIC,9
2016.0,10.0,14,DRIVING LAWS,4
2016.0,10.0,14,DRUG OFFENSES,1
2016.0,10.0,14,DRUNK DRIVING,2
2016.0,10.0,14,FIRE-RELATED,1
2016.0,10.0,14,FOUND PERSON/PROPERTY,8
2016.0,10.0,14,JUDICIAL OFFENSES,1
2016.0,10.0,14,LARCENY,11
2016.0,10.0,14,MENTAL CASE,1
2016.0,10.0,14,MISCCRIMES AGAINST PROPERTY,7
2016.0,10.0,14,MISCMANAGEMENT INFO.,7
2016.0,10.0,14,MISCWANTS,2
2016.0,10.0,14,MISSING PERSON/PROPERTY,7
2016.0,10.0,14,MOTOR VEHICLE LAWS,1
2016.0,10.0,14,MOTOR VEHICLE THEFT,3
2016.0,10.0,14,NON-INVOLVED ACCIDENT,4
2016.0,10.0,14,PERSONAL INJURY ACCIDENT,2
2016.0,10.0,14,PROPERTY DAMAGE ACCIDENT,18
2016.0,10.0,14,PUBLIC DRUNKENNESS,2
2016.0,10.0,14,RADIO SIGNAL,3
2016.0,10.0,14,REPORT-RELATED,1
2016.0,10.0,14,ROBBERY,1
2016.0,10.0,14,SHOTS FIRED,1
2016.0,10.0,14,SIMPLE ASSAULT,6
2016.0,10.0,14,SUDDEN DEATH,2
2016.0,10.0,14,WEAPONS OFFENSES,1
2016.0,10.0,15,AGGRAVATED ASSAULT,2
2016.0,10.0,15,ANIMAL COMPLAINT,2
2016.0,10.0,15,BURGLARY,3
2016.0,10.0,15,CARE FOR SICK,3
2016.0,10.0,15,CRIMES AGAINST THE PUBLIC,8
2016.0,10.0,15,DRIVING LAWS,1
2016.0,10.0,15,FOUND PERSON/PROPERTY,2
2016.0,10.0,15,JUDICIAL OFFENSES,2
2016.0,10.0,15,LARCENY,17
2016.0,10.0,15,MENTAL CASE,1
2016.0,10.0,15,MISCCRIMES AGAINST PROPERTY,7
2016.0,10.0,15,MISCMANAGEMENT INFO.,2
2016.0,10.0,15,MISSING PERSON/PROPERTY,1
2016.0,10.0,15,MOTOR VEHICLE LAWS,3
2016.0,10.0,15,MOTOR VEHICLE THEFT,4
2016.0,10.0,15,NON-INVOLVED ACCIDENT,2
2016.0,10.0,15,PERSONAL INJURY ACCIDENT,7
2016.0,10.0,15,PROPERTY DAMAGE ACCIDENT,16
2016.0,10.0,15,RADIO SIGNAL,2
2016.0,10.0,15,REPORT-RELATED,1
2016.0,10.0,15,ROBBERY,1
2016.0,10.0,15,SHOTS FIRED,9
2016.0,10.0,15,SIMPLE ASSAULT,2
2016.0,10.0,16,AGGRAVATED ASSAULT,5
2016.0,10.0,16,BURGLARY,3
2016.0,10.0,16,CITY ORDINANCES,1
2016.0,10.0,16,CRIMES AGAINST THE PUBLIC,1
2016.0,10.0,16,DRIVING LAWS,6
2016.0,10.0,16,FOUND PERSON/PROPERTY,6
2016.0,10.0,16,LARCENY,12
2016.0,10.0,16,MISCCRIMES AGAINST PROPERTY,8
2016.0,10.0,16,MISCMANAGEMENT INFO.,2
2016.0,10.0,16,MISCWANTS,1
2016.0,10.0,16,MISSING PERSON/PROPERTY,1
2016.0,10.0,16,MOTOR VEHICLE THEFT,1
2016.0,10.0,16,NON-INVOLVED ACCIDENT,4
2016.0,10.0,16,OTHER ACCIDENT,1
2016.0,10.0,16,PERSONAL INJURY ACCIDENT,1
2016.0,10.0,16,PROPERTY DAMAGE ACCIDENT,12
2016.0,10.0,16,RADIO SIGNAL,4
2016.0,10.0,16,REPORT-RELATED,2
2016.0,10.0,16,ROBBERY,7
2016.0,10.0,16,SHOTS FIRED,8
2016.0,10.0,16,SIMPLE ASSAULT,10
2016.0,10.0,17,AGGRAVATED ASSAULT,4
2016.0,10.0,17,CARE FOR SICK,1
2016.0,10.0,17,CRIMES AGAINST THE PUBLIC,11
2016.0,10.0,17,FIRE-RELATED,3
2016.0,10.0,17,FORGERY/COUNTERFEITING,1
2016.0,10.0,17,FOUND PERSON/PROPERTY,3
2016.0,10.0,17,JUDICIAL OFFENSES,1
2016.0,10.0,17,LARCENY,13
2016.0,10.0,17,MENTAL CASE,1
2016.0,10.0,17,MISCCRIMES AGAINST PROPERTY,9
2016.0,10.0,17,MISCMANAGEMENT INFO.,3
2016.0,10.0,17,MISCWANTS,4
2016.0,10.0,17,MISSING PERSON/PROPERTY,2
2016.0,10.0,17,MOTOR VEHICLE LAWS,2
2016.0,10.0,17,MOTOR VEHICLE THEFT,3
2016.0,10.0,17,NON-INVOLVED ACCIDENT,1
2016.0,10.0,17,OTHER ACCIDENT,1
2016.0,10.0,17,PERSONAL INJURY ACCIDENT,4
2016.0,10.0,17,PROPERTY DAMAGE ACCIDENT,14
2016.0,10.0,17,PUBLIC DRUNKENNESS,3
2016.0,10.0,17,RADIO SIGNAL,2
2016.0,10.0,17,REPORT-RELATED,1
2016.0,10.0,17,ROBBERY,1
2016.0,10.0,17,SHOTS FIRED,3
2016.0,10.0,17,SIMPLE ASSAULT,6
2016.0,10.0,17,WEAPONS OFFENSES,1
2016.0,10.0,18,AGGRAVATED ASSAULT,1
2016.0,10.0,18,ANIMAL COMPLAINT,6
2016.0,10.0,18,BURGLARY,2
2016.0,10.0,18,CRIMES AGAINST THE PUBLIC,20
2016.0,10.0,18,DRIVING LAWS,9
2016.0,10.0,18,FIRE-RELATED,1
2016.0,10.0,18,FOUND PERSON/PROPERTY,3
2016.0,10.0,18,JUDICIAL OFFENSES,2
2016.0,10.0,18,LARCENY,10
2016.0,10.0,18,MENTAL CASE,1
2016.0,10.0,18,MISCCRIMES AGAINST PROPERTY,12
2016.0,10.0,18,MISCMANAGEMENT INFO.,5
2016.0,10.0,18,MISCWANTS,2
2016.0,10.0,18,MISSING PERSON/PROPERTY,2
2016.0,10.0,18,MOTOR VEHICLE LAWS,3
2016.0,10.0,18,MOTOR VEHICLE THEFT,1
2016.0,10.0,18,NON-INVOLVED ACCIDENT,3
2016.0,10.0,18,OTHER ACCIDENT,1
2016.0,10.0,18,PERSONAL INJURY ACCIDENT,4
2016.0,10.0,18,PROPERTY DAMAGE ACCIDENT,11
2016.0,10.0,18,PUBLIC DRUNKENNESS,1
2016.0,10.0,18,RADIO SIGNAL,4
2016.0,10.0,18,REPORT-RELATED,4
2016.0,10.0,18,ROBBERY,2
2016.0,10.0,18,SHOTS FIRED,1
2016.0,10.0,18,SIMPLE ASSAULT,3
2016.0,10.0,18,SUDDEN DEATH,1
2016.0,10.0,18,WEAPONS OFFENSES,1
2016.0,10.0,19,AGGRAVATED ASSAULT,3
2016.0,10.0,19,ANIMAL COMPLAINT,6
2016.0,10.0,19,BURGLARY,4
2016.0,10.0,19,CITY ORDINANCES,1
2016.0,10.0,19,CRIMES AGAINST THE PUBLIC,13
2016.0,10.0,19,DRIVING LAWS,4
2016.0,10.0,19,DRUG OFFENSES,9
2016.0,10.0,19,FIRE-RELATED,1
2016.0,10.0,19,FOUND PERSON/PROPERTY,3
2016.0,10.0,19,JUDICIAL OFFENSES,1
2016.0,10.0,19,LARCENY,15
2016.0,10.0,19,MISCCRIMES AGAINST PROPERTY,11
2016.0,10.0,19,MISCMANAGEMENT INFO.,1
2016.0,10.0,19,MISCWANTS,3
2016.0,10.0,19,MISSING PERSON/PROPERTY,3
2016.0,10.0,19,MOTOR VEHICLE LAWS,1
2016.0,10.0,19,MOTOR VEHICLE THEFT,1
2016.0,10.0,19,NON-INVOLVED ACCIDENT,2
2016.0,10.0,19,PERSONAL INJURY ACCIDENT,5
2016.0,10.0,19,PROPERTY DAMAGE ACCIDENT,8
2016.0,10.0,19,PUBLIC DRUNKENNESS,4
2016.0,10.0,19,RADIO SIGNAL,3
2016.0,10.0,19,REPORT-RELATED,1
2016.0,10.0,19,ROBBERY,4
2016.0,10.0,19,SHOTS FIRED,1
2016.0,10.0,19,SIMPLE ASSAULT,6
2016.0,10.0,19,SUICIDE,1
2016.0,10.0,19,WEAPONS OFFENSES,2
2016.0,10.0,20,AGGRAVATED ASSAULT,1
2016.0,10.0,20,ANIMAL COMPLAINT,2
2016.0,10.0,20,BURGLARY,2
2016.0,10.0,20,CRIMES AGAINST THE PUBLIC,13
2016.0,10.0,20,DRIVING LAWS,1
2016.0,10.0,20,DRUNK DRIVING,5
2016.0,10.0,20,FOUND PERSON/PROPERTY,6
2016.0,10.0,20,JUDICIAL OFFENSES,3
2016.0,10.0,20,LARCENY,10
2016.0,10.0,20,MENTAL CASE,2
2016.0,10.0,20,MISCCRIMES AGAINST PROPERTY,5
2016.0,10.0,20,MISCMANAGEMENT INFO.,1
2016.0,10.0,20,MISSING PERSON/PROPERTY,1
2016.0,10.0,20,MOTOR VEHICLE LAWS,1
2016.0,10.0,20,MOTOR VEHICLE THEFT,3
2016.0,10.0,20,NON-INVOLVED ACCIDENT,1
2016.0,10.0,20,OTHER ACCIDENT,2
2016.0,10.0,20,PERSONAL INJURY ACCIDENT,5
2016.0,10.0,20,PROPERTY DAMAGE ACCIDENT,13
2016.0,10.0,20,ROBBERY,2
2016.0,10.0,20,SHOTS FIRED,7
2016.0,10.0,20,SIMPLE ASSAULT,4
2016.0,10.0,20,STOLEN PROPERTY,1
2016.0,10.0,20,SUDDEN DEATH,2
2016.0,10.0,20,WEAPONS OFFENSES,2
2016.0,10.0,21,AGGRAVATED ASSAULT,5
2016.0,10.0,21,BURGLARY,4
2016.0,10.0,21,CARE FOR SICK,1
2016.0,10.0,21,CRIMES AGAINST THE PUBLIC,16
2016.0,10.0,21,DRIVING LAWS,6
2016.0,10.0,21,DRUG OFFENSES,8
2016.0,10.0,21,DRUNK DRIVING,1
2016.0,10.0,21,FOUND PERSON/PROPERTY,3
2016.0,10.0,21,JUDICIAL OFFENSES,1
2016.0,10.0,21,LARCENY,17
2016.0,10.0,21,MENTAL CASE,1
2016.0,10.0,21,MISCCRIMES AGAINST PROPERTY,7
2016.0,10.0,21,MISCMANAGEMENT INFO.,1
2016.0,10.0,21,MISCWANTS,2
2016.0,10.0,21,MISSING PERSON/PROPERTY,1
2016.0,10.0,21,MOTOR VEHICLE THEFT,2
2016.0,10.0,21,NON-INVOLVED ACCIDENT,1
2016.0,10.0,21,OTHER ACCIDENT,1
2016.0,10.0,21,PERSONAL INJURY ACCIDENT,8
2016.0,10.0,21,PROPERTY DAMAGE ACCIDENT,16
2016.0,10.0,21,PUBLIC DRUNKENNESS,2
2016.0,10.0,21,RADIO SIGNAL,2
2016.0,10.0,21,REPORT-RELATED,2
2016.0,10.0,21,ROBBERY,2
2016.0,10.0,21,SHOTS FIRED,3
2016.0,10.0,21,SIMPLE ASSAULT,13
2016.0,10.0,21,STOLEN PROPERTY,1
2016.0,10.0,22,ANIMAL COMPLAINT,1
2016.0,10.0,22,BURGLARY,3
2016.0,10.0,22,CARE FOR SICK,1
2016.0,10.0,22,CRIMES AGAINST THE PUBLIC,8
2016.0,10.0,22,DRUG OFFENSES,1
2016.0,10.0,22,DRUNK DRIVING,3
2016.0,10.0,22,FAMILY OFFENSES,1
2016.0,10.0,22,FOUND PERSON/PROPERTY,1
2016.0,10.0,22,LARCENY,8
2016.0,10.0,22,MISCCRIMES AGAINST PROPERTY,7
2016.0,10.0,22,MISCMANAGEMENT INFO.,1
2016.0,10.0,22,MISCWANTS,1
2016.0,10.0,22,MISSING PERSON/PROPERTY,4
2016.0,10.0,22,MOTOR VEHICLE LAWS,3
2016.0,10.0,22,MOTOR VEHICLE THEFT,3
2016.0,10.0,22,NON-INVOLVED ACCIDENT,2
2016.0,10.0,22,PERSONAL INJURY ACCIDENT,3
2016.0,10.0,22,PROPERTY DAMAGE ACCIDENT,6
2016.0,10.0,22,PUBLIC DRUNKENNESS,1
2016.0,10.0,22,RADIO SIGNAL,1
2016.0,10.0,22,ROBBERY,2
2016.0,10.0,22,SHOTS FIRED,4
2016.0,10.0,22,SIMPLE ASSAULT,10
2016.0,10.0,22,SUDDEN DEATH,1
2016.0,10.0,23,AGGRAVATED ASSAULT,4
2016.0,10.0,23,BURGLARY,2
2016.0,10.0,23,CITY ORDINANCES,1
2016.0,10.0,23,CRIMES AGAINST THE PUBLIC,9
2016.0,10.0,23,DRIVING LAWS,5
2016.0,10.0,23,FIRE-RELATED,1
2016.0,10.0,23,FOUND PERSON/PROPERTY,3
2016.0,10.0,23,JUDICIAL OFFENSES,2
2016.0,10.0,23,LARCENY,13
2016.0,10.0,23,MISCCRIMES AGAINST PROPERTY,5
2016.0,10.0,23,MISCMANAGEMENT INFO.,2
2016.0,10.0,23,MISCWANTS,2
2016.0,10.0,23,MISSING PERSON/PROPERTY,1
2016.0,10.0,23,MOTOR VEHICLE LAWS,2
2016.0,10.0,23,MOTOR VEHICLE THEFT,2
2016.0,10.0,23,PERSONAL INJURY ACCIDENT,3
2016.0,10.0,23,PROPERTY DAMAGE ACCIDENT,13
2016.0,10.0,23,RADIO SIGNAL,1
2016.0,10.0,23,REPORT-RELATED,2
2016.0,10.0,23,ROBBERY,1
2016.0,10.0,23,SHOTS FIRED,4
2016.0,10.0,23,SIMPLE ASSAULT,8
2016.0,10.0,24,AGGRAVATED ASSAULT,1
2016.0,10.0,24,ANIMAL COMPLAINT,6
2016.0,10.0,24,BURGLARY,1
2016.0,10.0,24,CARE FOR SICK,2
2016.0,10.0,24,CITY ORDINANCES,1
2016.0,10.0,24,CRIMES AGAINST THE PUBLIC,18
2016.0,10.0,24,DRIVING LAWS,11
2016.0,10.0,24,FOUND PERSON/PROPERTY,3
2016.0,10.0,24,LANDLORD-TENANT,1
2016.0,10.0,24,LARCENY,12
2016.0,10.0,24,MENTAL CASE,1
2016.0,10.0,24,MISCCRIMES AGAINST PROPERTY,4
2016.0,10.0,24,MISCMANAGEMENT INFO.,8
2016.0,10.0,24,MISCWANTS,1
2016.0,10.0,24,MISSING PERSON/PROPERTY,1
2016.0,10.0,24,MOTOR VEHICLE LAWS,5
2016.0,10.0,24,MOTOR VEHICLE THEFT,2
2016.0,10.0,24,OTHER ACCIDENT,4
2016.0,10.0,24,PERSONAL INJURY ACCIDENT,4
2016.0,10.0,24,PROPERTY DAMAGE ACCIDENT,16
2016.0,10.0,24,PUBLIC DRUNKENNESS,1
2016.0,10.0,24,RADIO SIGNAL,4
2016.0,10.0,24,REPORT-RELATED,2
2016.0,10.0,24,ROBBERY,1
2016.0,10.0,24,SHOTS FIRED,3
2016.0,10.0,24,SIMPLE ASSAULT,1
2016.0,10.0,25,AGGRAVATED ASSAULT,3
2016.0,10.0,25,ANIMAL COMPLAINT,2
2016.0,10.0,25,CRIMES AGAINST THE PUBLIC,5
2016.0,10.0,25,DRIVING LAWS,2
2016.0,10.0,25,DRUNK DRIVING,1
2016.0,10.0,25,FOUND PERSON/PROPERTY,4
2016.0,10.0,25,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,10.0,25,JUDICIAL OFFENSES,2
2016.0,10.0,25,LARCENY,16
2016.0,10.0,25,MISCCRIMES AGAINST PROPERTY,6
2016.0,10.0,25,MISCMANAGEMENT INFO.,1
2016.0,10.0,25,MISCWANTS,1
2016.0,10.0,25,MISSING PERSON/PROPERTY,1
2016.0,10.0,25,MOTOR VEHICLE THEFT,4
2016.0,10.0,25,NON-INVOLVED ACCIDENT,1
2016.0,10.0,25,PERSONAL INJURY ACCIDENT,4
2016.0,10.0,25,PROPERTY DAMAGE ACCIDENT,12
2016.0,10.0,25,RADIO SIGNAL,1
2016.0,10.0,25,SHOTS FIRED,2
2016.0,10.0,25,SIMPLE ASSAULT,5
2016.0,10.0,25,SUDDEN DEATH,1
2016.0,10.0,25,SUICIDE,1
2016.0,10.0,26,AGGRAVATED ASSAULT,2
2016.0,10.0,26,ANIMAL COMPLAINT,3
2016.0,10.0,26,BURGLARY,4
2016.0,10.0,26,CARE FOR SICK,1
2016.0,10.0,26,CRIMES AGAINST THE PUBLIC,9
2016.0,10.0,26,DRIVING LAWS,7
2016.0,10.0,26,DRUG OFFENSES,1
2016.0,10.0,26,FIRE-RELATED,2
2016.0,10.0,26,FOUND PERSON/PROPERTY,5
2016.0,10.0,26,JUDICIAL OFFENSES,2
2016.0,10.0,26,LARCENY,13
2016.0,10.0,26,MENTAL CASE,1
2016.0,10.0,26,MISCCRIMES AGAINST PROPERTY,4
2016.0,10.0,26,MISCMANAGEMENT INFO.,1
2016.0,10.0,26,MISCWANTS,3
2016.0,10.0,26,MISSING PERSON/PROPERTY,2
2016.0,10.0,26,MOTOR VEHICLE LAWS,3
2016.0,10.0,26,MOTOR VEHICLE THEFT,1
2016.0,10.0,26,NON-INVOLVED ACCIDENT,4
2016.0,10.0,26,PERSONAL INJURY ACCIDENT,4
2016.0,10.0,26,PROPERTY DAMAGE ACCIDENT,14
2016.0,10.0,26,PUBLIC DRUNKENNESS,1
2016.0,10.0,26,REPORT-RELATED,4
2016.0,10.0,26,ROBBERY,4
2016.0,10.0,26,SHOTS FIRED,2
